"Title","Type","Question_Text","Question_Label","Answer_Text","Number_Times_Answer_Selected","Number_Times_Question_Answered","Question_ID","Answer_ID"
"Facility Management - Occupant Survey:  Lulu Center - Al Sadd","Survey","<span>How satisfied are you with the building façade and envelope maintenance?</span>","Building Facade and Envelope Maintenance","B. Neutral",10,88,1416140,4753013
"Facility Management - Occupant Survey:  Lulu Center - Al Sadd","Survey","<span>How satisfied are you with the building façade and envelope maintenance?</span>","Building Facade and Envelope Maintenance","C. Unsatisfied",0,88,1416140,4753014
"Facility Management - Occupant Survey:  Lulu Center - Al Sadd","Survey","<span>How satisfied are you with the washroom’s cleanliness and janitorial services in the building?</span>","Washroom & Janitorial Services","A. Satisfied",78,88,1416141,4753015
"Facility Management - Occupant Survey:  Lulu Center - Al Sadd","Survey","<span>How satisfied are you with the washroom’s cleanliness and janitorial services in the building?</span>","Washroom & Janitorial Services","B. Neutral",10,88,1416141,4753016
"Facility Management - Occupant Survey:  Lulu Center - Al Sadd","Survey","<span>How satisfied are you with the washroom’s cleanliness and janitorial services in the building?</span>","Washroom & Janitorial Services","C. Unsatisfied",0,88,1416141,4753017
"Facility Management - Occupant Survey:  Lulu Center - Al Sadd","Survey","<p style=""margin: 0in 0in 6pt;""><span>How satisfied are you with the help desk management?</span></p>","Help Desk ","A. Satisfied",75,88,1416142,4753018
"Facility Management - Occupant Survey:  Lulu Center - Al Sadd","Survey","<p style=""margin: 0in 0in 6pt;""><span>How satisfied are you with the help desk management?</span></p>","Help Desk ","B. Neutral",13,88,1416142,4753019
"Facility Management - Occupant Survey:  Lulu Center - Al Sadd","Survey","<p style=""margin: 0in 0in 6pt;""><span>How satisfied are you with the help desk management?</span></p>","Help Desk ","C. Unsatisfied",0,88,1416142,4753020
"Facility Management - Occupant Survey:  Lulu Center - Al Sadd","Survey","<span>How satisfied are you with vending and catering and pantry facilities management in the building?</span>","Vending, Catering, Pantry Facilities","A. Satisfied",81,88,1416143,4753021
"Facility Management - Occupant Survey:  Lulu Center - Al Sadd","Survey","<span>How satisfied are you with vending and catering and pantry facilities management in the building?</span>","Vending, Catering, Pantry Facilities","B. Neutral",7,88,1416143,4753022
"Facility Management - Occupant Survey:  Lulu Center - Al Sadd","Survey","<span>How satisfied are you with vending and catering and pantry facilities management in the building?</span>","Vending, Catering, Pantry Facilities","C. Unsatisfied",0,88,1416143,4753023
