"Title","Type","Question_Text","Question_Label","Answer_Text","Number_Times_Answer_Selected","Number_Times_Question_Answered","Question_ID","Answer_ID"
"Indoor Environment - Occupant Survey:  Lulu Center - Al Sadd","Survey","<p><span style=""font-size: 18px;""><strong><span style=""text-decoration: underline; color: #ff0000;"">AIR QUALITY:</span></strong></span></p>
<p><span style=""font-size: 18px;"">Do you feel that the poor air quality has affected your productivity?&nbsp;</span></p>","Air Quality 7","B. Yes",1,31,1416111,4752937
"Indoor Environment - Occupant Survey:  Lulu Center - Al Sadd","Survey","<p><span style=""font-size: 18px;""><strong><span style=""text-decoration: underline; color: #ff0000;"">LIGHTING:</span></strong></span></p>
<p><span style=""font-size: 18px;"">How satisfied are you with the overall quality of artificial lighting in the building?</span></p>","Lighting 1","A. Satisified",31,31,1416112,4752938
"Indoor Environment - Occupant Survey:  Lulu Center - Al Sadd","Survey","<p><span style=""font-size: 18px;""><strong><span style=""text-decoration: underline; color: #ff0000;"">LIGHTING:</span></strong></span></p>
<p><span style=""font-size: 18px;"">How satisfied are you with the overall quality of artificial lighting in the building?</span></p>","Lighting 1","B. Neutral",0,31,1416112,4752939
"Indoor Environment - Occupant Survey:  Lulu Center - Al Sadd","Survey","<p><span style=""font-size: 18px;""><strong><span style=""text-decoration: underline; color: #ff0000;"">LIGHTING:</span></strong></span></p>
<p><span style=""font-size: 18px;"">How satisfied are you with the overall quality of artificial lighting in the building?</span></p>","Lighting 1","C. Unsatisfied",0,31,1416112,4752940
"Indoor Environment - Occupant Survey:  Lulu Center - Al Sadd","Survey","<p><span style=""font-size: 18px;""><strong><span style=""text-decoration: underline; color: #ff0000;"">LIGHTING:</span></strong></span></p>
<p><span style=""font-size: 18px;"">How satisfied are you with the quality of artificial lighting in your space/office?</span></p>","Lighting 2","A. Satisfied",31,31,1416113,4752941
"Indoor Environment - Occupant Survey:  Lulu Center - Al Sadd","Survey","<p><span style=""font-size: 18px;""><strong><span style=""text-decoration: underline; color: #ff0000;"">LIGHTING:</span></strong></span></p>
<p><span style=""font-size: 18px;"">How satisfied are you with the quality of artificial lighting in your space/office?</span></p>","Lighting 2","B. Neutral",0,31,1416113,4752942
"Indoor Environment - Occupant Survey:  Lulu Center - Al Sadd","Survey","<p><span style=""font-size: 18px;""><strong><span style=""text-decoration: underline; color: #ff0000;"">LIGHTING:</span></strong></span></p>
<p><span style=""font-size: 18px;"">How satisfied are you with the quality of artificial lighting in your space/office?</span></p>","Lighting 2","C. Unsatisfied",0,31,1416113,4752943
"Indoor Environment - Occupant Survey:  Lulu Center - Al Sadd","Survey","<p><span style=""font-size: 18px;""><strong><span style=""text-decoration: underline; color: #ff0000;"">LIGHTING:</span></strong></span></p>
<p><span style=""font-size: 18px;"">How satisfied are you with the arrangement of light fixtures relative to furniture layouts?</span></p>","Lighting 3","A. Satisfied",31,31,1416114,4752944
"Indoor Environment - Occupant Survey:  Lulu Center - Al Sadd","Survey","<p><span style=""font-size: 18px;""><strong><span style=""text-decoration: underline; color: #ff0000;"">LIGHTING:</span></strong></span></p>
<p><span style=""font-size: 18px;"">How satisfied are you with the arrangement of light fixtures relative to furniture layouts?</span></p>","Lighting 3","B. Neutral",0,31,1416114,4752945
"Indoor Environment - Occupant Survey:  Lulu Center - Al Sadd","Survey","<p><span style=""font-size: 18px;""><strong><span style=""text-decoration: underline; color: #ff0000;"">LIGHTING:</span></strong></span></p>
<p><span style=""font-size: 18px;"">How satisfied are you with the arrangement of light fixtures relative to furniture layouts?</span></p>","Lighting 3","C. Unsatisfied",0,31,1416114,4752946
"Indoor Environment - Occupant Survey:  Lulu Center - Al Sadd","Survey","<p><span style=""font-size: 18px;""><strong><span style=""text-decoration: underline; color: #ff0000;"">LIGHTING</span></strong></span></p>
<p><span style=""font-size: 18px;"">How satisfied are you with the color quality produced by the artificial lighting?</span></p>","Lighting 4","A. Satisfied",30,31,1416115,4752947
"Indoor Environment - Occupant Survey:  Lulu Center - Al Sadd","Survey","<p><span style=""font-size: 18px;""><strong><span style=""text-decoration: underline; color: #ff0000;"">LIGHTING</span></strong></span></p>
<p><span style=""font-size: 18px;"">How satisfied are you with the color quality produced by the artificial lighting?</span></p>","Lighting 4","B. Neutral",1,31,1416115,4752948
"Indoor Environment - Occupant Survey:  Lulu Center - Al Sadd","Survey","<p><span style=""font-size: 18px;""><strong><span style=""text-decoration: underline; color: #ff0000;"">LIGHTING</span></strong></span></p>
<p><span style=""font-size: 18px;"">How satisfied are you with the color quality produced by the artificial lighting?</span></p>","Lighting 4","C. Unsatisfied",0,31,1416115,4752949
"Indoor Environment - Occupant Survey:  Lulu Center - Al Sadd","Survey","<p><span style=""font-size: 18px;""><strong><span style=""text-decoration: underline; color: #ff0000;"">LIGHTING</span></strong></span></p>
<p><span style=""font-size: 18px;"">Have you experienced any health issues in relation to poor artificial lighting (eye burning, eye discomfort, eye strain, itchy eyes, headaches, … etc.)?</span></p>","Lighting 5","A. No",31,31,1416128,4752982
"Indoor Environment - Occupant Survey:  Lulu Center - Al Sadd","Survey","<p><span style=""font-size: 18px;""><strong><span style=""text-decoration: underline; color: #ff0000;"">LIGHTING</span></strong></span></p>
<p><span style=""font-size: 18px;"">Have you experienced any health issues in relation to poor artificial lighting (eye burning, eye discomfort, eye strain, itchy eyes, headaches, … etc.)?</span></p>","Lighting 5","B. Yes",0,31,1416128,4752983
"Indoor Environment - Occupant Survey:  Lulu Center - Al Sadd","Survey","<p><span style=""font-size: 18px;""><strong><span style=""text-decoration: underline; color: #ff0000;"">LIGHTING</span></strong></span></p>
<p><span style=""font-size: 18px;"">Do you feel that the poor artificial lighting has affected your productivity?&nbsp;</span></p>","Lighting 6","A. No",31,31,1416129,4752984
"Indoor Environment - Occupant Survey:  Lulu Center - Al Sadd","Survey","<p><span style=""font-size: 18px;""><strong><span style=""text-decoration: underline; color: #ff0000;"">LIGHTING</span></strong></span></p>
<p><span style=""font-size: 18px;"">Do you feel that the poor artificial lighting has affected your productivity?&nbsp;</span></p>","Lighting 6","B. Yes",0,31,1416129,4752985
"Indoor Environment - Occupant Survey:  Lulu Center - Al Sadd","Survey","<p><span style=""font-size: 18px;""><strong><span style=""text-decoration: underline; color: #ff0000;"">DAYLIGHT &amp; VIEWS</span></strong></span></p>
<p><span style=""font-size: 18px;"">How satisfied are you with the overall daylighting levels in the building?</span></p>","Daylight & Views 1","A. Satisfied",31,31,1416116,4752950
"Indoor Environment - Occupant Survey:  Lulu Center - Al Sadd","Survey","<p><span style=""font-size: 18px;""><strong><span style=""text-decoration: underline; color: #ff0000;"">DAYLIGHT &amp; VIEWS</span></strong></span></p>
<p><span style=""font-size: 18px;"">How satisfied are you with the overall daylighting levels in the building?</span></p>","Daylight & Views 1","B. Neutral
",0,31,1416116,4752951
"Indoor Environment - Occupant Survey:  Lulu Center - Al Sadd","Survey","<p><span style=""font-size: 18px;""><strong><span style=""text-decoration: underline; color: #ff0000;"">DAYLIGHT &amp; VIEWS</span></strong></span></p>
<p><span style=""font-size: 18px;"">How satisfied are you with the overall daylighting levels in the building?</span></p>","Daylight & Views 1","C. Unsatisfied",0,31,1416116,4752952
"Indoor Environment - Occupant Survey:  Lulu Center - Al Sadd","Survey","<p><span style=""font-size: 18px;""><strong><span style=""text-decoration: underline; color: #ff0000;"">DAYLIGHT &amp; VIEWS</span></strong></span></p>
<p><span style=""font-size: 18px;"">Do you have access to daylight? If no; skip to question no 25.</span></p>","Daylight & Views 2","A. Yes",25,29,1416117,4752953
"Indoor Environment - Occupant Survey:  Lulu Center - Al Sadd","Survey","<p><span style=""font-size: 18px;""><strong><span style=""text-decoration: underline; color: #ff0000;"">DAYLIGHT &amp; VIEWS</span></strong></span></p>
<p><span style=""font-size: 18px;"">Do you have access to daylight? If no; skip to question no 25.</span></p>","Daylight & Views 2","B. No",4,29,1416117,4752954
"Indoor Environment - Occupant Survey:  Lulu Center - Al Sadd","Survey","<p><span style=""font-size: 18px;""><strong><span style=""text-decoration: underline; color: #ff0000;"">DAYLIGHT &amp; VIEWS</span></strong></span></p>
<p><span style=""font-size: 18px;"">How satisfied are you with the overall daylighting levels in your space/office?</span></p>","Daylight & Views 3","A. Satisfied",26,28,1416118,4752955
"Indoor Environment - Occupant Survey:  Lulu Center - Al Sadd","Survey","<p><span style=""font-size: 18px;""><strong><span style=""text-decoration: underline; color: #ff0000;"">DAYLIGHT &amp; VIEWS</span></strong></span></p>
<p><span style=""font-size: 18px;"">How satisfied are you with the overall daylighting levels in your space/office?</span></p>","Daylight & Views 3","B. Neutral",2,28,1416118,4752956
"Indoor Environment - Occupant Survey:  Lulu Center - Al Sadd","Survey","<p><span style=""font-size: 18px;""><strong><span style=""text-decoration: underline; color: #ff0000;"">DAYLIGHT &amp; VIEWS</span></strong></span></p>
<p><span style=""font-size: 18px;"">How satisfied are you with the overall daylighting levels in your space/office?</span></p>","Daylight & Views 3","C. Unsatisfied",0,28,1416118,4752957
"Indoor Environment - Occupant Survey:  Lulu Center - Al Sadd","Survey","<p><span style=""font-size: 18px;""><strong><span style=""text-decoration: underline; color: #ff0000;"">DAYLIGHT &amp; VIEWS:</span></strong></span></p>
<p><span style=""font-size: 18px;"">How satisfied are you with glare control measures for daylighting?</span></p>","Daylight & Views 4","A. Satisfied",26,28,1416119,4752958
"Indoor Environment - Occupant Survey:  Lulu Center - Al Sadd","Survey","<p><span style=""font-size: 18px;""><strong><span style=""text-decoration: underline; color: #ff0000;"">DAYLIGHT &amp; VIEWS:</span></strong></span></p>
<p><span style=""font-size: 18px;"">How satisfied are you with glare control measures for daylighting?</span></p>","Daylight & Views 4","B. Neutral",2,28,1416119,4752959
"Indoor Environment - Occupant Survey:  Lulu Center - Al Sadd","Survey","<p><span style=""font-size: 18px;""><strong><span style=""text-decoration: underline; color: #ff0000;"">DAYLIGHT &amp; VIEWS:</span></strong></span></p>
<p><span style=""font-size: 18px;"">How satisfied are you with glare control measures for daylighting?</span></p>","Daylight & Views 4","C. Unsatisfied",0,28,1416119,4752960
"Indoor Environment - Occupant Survey:  Lulu Center - Al Sadd","Survey","<p><span style=""font-size: 18px;""><strong><span style=""text-decoration: underline; color: #ff0000;"">DAYLIGHT &amp; VIEWS</span></strong></span></p>
<p><span style=""font-size: 18px;"">Do you have access to internal or external views? If no; skip to question no 27.</span></p>","Daylight & Views 5","A. Yes",26,29,1416120,4752961
"Indoor Environment - Occupant Survey:  Lulu Center - Al Sadd","Survey","<p><span style=""font-size: 18px;""><strong><span style=""text-decoration: underline; color: #ff0000;"">DAYLIGHT &amp; VIEWS</span></strong></span></p>
<p><span style=""font-size: 18px;"">Do you have access to internal or external views? If no; skip to question no 27.</span></p>","Daylight & Views 5","B. No",3,29,1416120,4752962
"Indoor Environment - Occupant Survey:  Lulu Center - Al Sadd","Survey","<p><span style=""font-size: 18px;""><strong><span style=""text-decoration: underline; color: #ff0000;"">DAYLIGHT &amp; VIEWS:</span></strong></span></p>
<p><span style=""font-size: 18px;"">How satisfied are you with access to internal views (atrium, internal courtyard or indoor points of interest and planting) or external views in your space?</span></p>","Daylight & Views 6","A. Satisfied",26,27,1416121,4752963
"Indoor Environment - Occupant Survey:  Lulu Center - Al Sadd","Survey","<p><span style=""font-size: 18px;""><strong><span style=""text-decoration: underline; color: #ff0000;"">DAYLIGHT &amp; VIEWS:</span></strong></span></p>
<p><span style=""font-size: 18px;"">How satisfied are you with access to internal views (atrium, internal courtyard or indoor points of interest and planting) or external views in your space?</span></p>","Daylight & Views 6","B. Neutral",0,27,1416121,4752964
"Indoor Environment - Occupant Survey:  Lulu Center - Al Sadd","Survey","<p><span style=""font-size: 18px;""><strong><span style=""text-decoration: underline; color: #ff0000;"">DAYLIGHT &amp; VIEWS:</span></strong></span></p>
<p><span style=""font-size: 18px;"">How satisfied are you with access to internal views (atrium, internal courtyard or indoor points of interest and planting) or external views in your space?</span></p>","Daylight & Views 6","C. Unsatisfied",1,27,1416121,4752965
"Indoor Environment - Occupant Survey:  Lulu Center - Al Sadd","Survey","<p><span style=""font-size: 18px;""><strong><span style=""text-decoration: underline; color: #ff0000;"">DAYLIGHT &amp; VIEWS:</span></strong></span></p>
<p><span style=""font-size: 18px;"">Have you experienced any health issues in relation to poor daylighting or views (eye discomfort, negative attitude, … etc.)?</span></p>","Daylight & Views 7","A. No",29,29,1416130,4752986
"Indoor Environment - Occupant Survey:  Lulu Center - Al Sadd","Survey","<p><span style=""font-size: 18px;""><strong><span style=""text-decoration: underline; color: #ff0000;"">DAYLIGHT &amp; VIEWS:</span></strong></span></p>
<p><span style=""font-size: 18px;"">Have you experienced any health issues in relation to poor daylighting or views (eye discomfort, negative attitude, … etc.)?</span></p>","Daylight & Views 7","B. Yes",0,29,1416130,4752987
"Indoor Environment - Occupant Survey:  Lulu Center - Al Sadd","Survey","<p><span style=""font-size: 18px;""><strong><span style=""text-decoration: underline; color: #ff0000;"">DAYLIGHT &amp; VIEWS:</span></strong></span></p>
<p><span style=""font-size: 18px;"">Do you feel that the poor daylighting or views has affected your productivity?&nbsp;</span></p>","Daylight & Views 8","A. No",29,29,1416133,4752992
"Indoor Environment - Occupant Survey:  Lulu Center - Al Sadd","Survey","<p><span style=""font-size: 18px;""><strong><span style=""text-decoration: underline; color: #ff0000;"">DAYLIGHT &amp; VIEWS:</span></strong></span></p>
<p><span style=""font-size: 18px;"">Do you feel that the poor daylighting or views has affected your productivity?&nbsp;</span></p>","Daylight & Views 8","B. Yes",0,29,1416133,4752993
"Indoor Environment - Occupant Survey:  Lulu Center - Al Sadd","Survey","<p><span style=""font-size: 18px;""><strong><span style=""text-decoration: underline; color: #ff0000;"">ACOUSTICS</span></strong></span></p>
<p><span style=""font-size: 18px;"">How satisfied are you with the overall acoustic (noise) conditions in the building?&nbsp;</span></p>","Acoustics 1","A. Satisfied",29,29,1416122,4752966
"Indoor Environment - Occupant Survey:  Lulu Center - Al Sadd","Survey","<p><span style=""font-size: 18px;""><strong><span style=""text-decoration: underline; color: #ff0000;"">ACOUSTICS</span></strong></span></p>
<p><span style=""font-size: 18px;"">How satisfied are you with the overall acoustic (noise) conditions in the building?&nbsp;</span></p>","Acoustics 1","B. Neutral",0,29,1416122,4752967
"Indoor Environment - Occupant Survey:  Lulu Center - Al Sadd","Survey","<p><span style=""font-size: 18px;""><strong><span style=""text-decoration: underline; color: #ff0000;"">ACOUSTICS</span></strong></span></p>
<p><span style=""font-size: 18px;"">How satisfied are you with the overall acoustic (noise) conditions in the building?&nbsp;</span></p>","Acoustics 1","C. Unsatisfied",0,29,1416122,4752968
