"Title","Type","Question_Text","Question_Label","Answer_Text","Number_Times_Answer_Selected","Number_Times_Question_Answered","Question_ID","Answer_ID"
"Facility Management - Occupant Survey:  AQ-01-UDC Tower’ at Pearl Qatar","Survey","<span>How satisfied are you with the building façade and envelope maintenance?</span>","Building Facade and Envelope Maintenance","B. Neutral",3,33,1398724,4700567
"Facility Management - Occupant Survey:  AQ-01-UDC Tower’ at Pearl Qatar","Survey","<span>How satisfied are you with the building façade and envelope maintenance?</span>","Building Facade and Envelope Maintenance","C. Unsatisfied",2,33,1398724,4700568
"Facility Management - Occupant Survey:  AQ-01-UDC Tower’ at Pearl Qatar","Survey","<span>How satisfied are you with the washroom’s cleanliness and janitorial services in the building?</span>","Washroom & Janitorial Services","A. Satisfied",24,33,1398725,4700569
"Facility Management - Occupant Survey:  AQ-01-UDC Tower’ at Pearl Qatar","Survey","<span>How satisfied are you with the washroom’s cleanliness and janitorial services in the building?</span>","Washroom & Janitorial Services","B. Neutral",9,33,1398725,4700570
"Facility Management - Occupant Survey:  AQ-01-UDC Tower’ at Pearl Qatar","Survey","<span>How satisfied are you with the washroom’s cleanliness and janitorial services in the building?</span>","Washroom & Janitorial Services","C. Unsatisfied",0,33,1398725,4700571
"Facility Management - Occupant Survey:  AQ-01-UDC Tower’ at Pearl Qatar","Survey","<p style=""margin: 0in 0in 6pt;""><span>How satisfied are you with the help desk management?</span></p>","Help Desk ","A. Satisfied",28,33,1398726,4700572
"Facility Management - Occupant Survey:  AQ-01-UDC Tower’ at Pearl Qatar","Survey","<p style=""margin: 0in 0in 6pt;""><span>How satisfied are you with the help desk management?</span></p>","Help Desk ","B. Neutral",4,33,1398726,4700573
"Facility Management - Occupant Survey:  AQ-01-UDC Tower’ at Pearl Qatar","Survey","<p style=""margin: 0in 0in 6pt;""><span>How satisfied are you with the help desk management?</span></p>","Help Desk ","C. Unsatisfied",1,33,1398726,4700574
"Facility Management - Occupant Survey:  AQ-01-UDC Tower’ at Pearl Qatar","Survey","<span>How satisfied are you with vending and catering and pantry facilities management in the building?</span>","Vending, Catering, Pantry Facilities","A. Satisfied",19,32,1398727,4700575
"Facility Management - Occupant Survey:  AQ-01-UDC Tower’ at Pearl Qatar","Survey","<span>How satisfied are you with vending and catering and pantry facilities management in the building?</span>","Vending, Catering, Pantry Facilities","B. Neutral",11,32,1398727,4700576
"Facility Management - Occupant Survey:  AQ-01-UDC Tower’ at Pearl Qatar","Survey","<span>How satisfied are you with vending and catering and pantry facilities management in the building?</span>","Vending, Catering, Pantry Facilities","C. Unsatisfied",2,32,1398727,4700577
